Frequency,-1,0
1200000,35.245483098678385,35.245483098678385
1300000,37.62870254615245,37.62870254615245
1400000,39.83775330827975,39.83775330827975
1500000,42.12673736582267,42.12673736582267
1600000,44.70991605440719,44.70991605440719
1700000,47.34694225712388,47.34694225712388
1800000,50.07543409947927,50.07543409947927
1900000,52.87238732574799,52.87238732574799
2000000,55.83153253940424,55.83153253940424
2100000,58.84652786171192,58.84652786171192
2200000,62.04638064215327,62.04638064215327
2300000,65.30128262374507,65.30128262374507
2400000,68.71436409859206,68.71436409859206
2500000,72.16120255052694,72.16120255052694
2600000,75.79350049646295,75.79350049646295
