Frequency,-1,0
1200000,40.716865017370765,40.716865017370765
1300000,43.004209142859416,43.004209142859416
1400000,45.294398627150294,45.294398627150294
1500000,47.68262583920242,47.68262583920242
1600000,50.367966147867705,50.367966147867705
1700000,52.89602233774166,52.89602233774166
1800000,55.607310845276444,55.607310845276444
1900000,58.36186188721083,58.36186188721083
2000000,60.97871506053283,60.97871506053283
2100000,63.969001538393464,63.969001538393464
2200000,67.33602437744156,67.33602437744156
2300000,70.56164647301341,70.56164647301341
2400000,73.92951970085697,73.92951970085697
2500000,77.38949319928021,77.38949319928021
2600000,80.85517828177795,80.85517828177795
