Frequency,-1,0
1200000,40.14087599932731,40.14087599932731
1300000,42.310743013153825,42.310743013153825
1400000,44.85740365936181,44.85740365936181
1500000,47.57741318353403,47.57741318353403
1600000,50.41757303474497,50.41757303474497
1700000,53.440704574083924,53.440704574083924
1800000,56.093848831321985,56.093848831321985
1900000,58.336000704703736,58.336000704703736
2000000,60.4379950760179,60.4379950760179
2100000,63.43586448015991,63.43586448015991
2200000,66.87006128004481,66.87006128004481
2300000,70.67096447549869,70.67096447549869
2400000,74.61608629843646,74.61608629843646
2500000,78.69657397385178,78.69657397385178
2600000,82.17092969923472,82.17092969923472
