Frequency,-1,1
1200000,39.91527113517059,39.91527113517059
1300000,42.946808650459076,42.946808650459076
1400000,46.04163671217727,46.04163671217727
1500000,49.16906101343759,49.16906101343759
1600000,52.612215902606415,52.612215902606415
1700000,56.063498689103334,56.063498689103334
1800000,60.111813839929596,60.111813839929596
1900000,63.84243286865348,63.84243286865348
2000000,67.7579141053501,67.7579141053501
2100000,72.3931306089362,72.3931306089362
2200000,76.77152584359811,76.77152584359811
2300000,81.69472842245628,81.69472842245628
2400000,86.29864010692476,86.29864010692476
2500000,91.72371463631347,91.72371463631347
2600000,96.74437988077783,96.74437988077783
